CLOSE_DEF_PERSON_ID,PLAYER_NAME,PLAYER_LAST_TEAM_ID,PLAYER_LAST_TEAM_ABBREVIATION,PLAYER_POSITION,AGE,GP,G,FREQ,FGM_GT_15,FGA_GT_15,GT_15_PCT,NS_GT_15_PCT,PLUSMINUS
1642959,Chris Youngblood,1610612760,OKC,G,24.0,21,17,0.452,0.57,1.33,0.429,0.342,0.086
1641724,Jett Howard,1610612753,ORL,G,22.0,34,23,0.366,0.59,1.32,0.444,0.382,0.063
1642859,Jase Richardson,1610612753,ORL,G,20.0,37,20,0.336,0.41,1.32,0.306,0.366,-0.059
1642419,Jamison Battle,1610612761,TOR,F,24.0,35,28,0.411,0.49,1.31,0.37,0.351,0.019
1641816,Hunter Tyson,1610612743,DEN,F,25.0,20,13,0.419,0.35,1.3,0.269,0.36,-0.091
1630639,A.J. Lawson,1610612761,TOR,G,25.0,11,9,0.438,0.45,1.27,0.357,0.377,-0.02
1642950,Lachlan Olbrich,1610612741,CHI,C,22.0,15,11,0.413,0.53,1.27,0.421,0.366,0.055
1641748,Andre Jackson Jr.,1610612749,MIL,G,24.0,23,16,0.42,0.43,1.26,0.345,0.343,0.002
1642357,David Jones Garcia,1610612759,SAS,G,24.0,8,4,0.323,0.5,1.25,0.4,0.382,0.018
1642886,Koby Brea,1610612756,PHX,G,23.0,4,2,0.417,0.5,1.25,0.4,0.34,0.06
1642367,Jonathan Mogbo,1610612761,TOR,F,24.0,17,9,0.333,0.41,1.24,0.333,0.384,-0.051
1642355,Bronny James,1610612747,LAL,G,21.0,24,18,0.403,0.33,1.21,0.276,0.349,-0.073
1642938,Curtis Jones,1610612743,DEN,G,24.0,5,4,0.545,0.4,1.2,0.333,0.348,-0.014
1641723,Kobe Bufkin,1610612747,LAL,G,22.0,5,3,0.375,0.4,1.2,0.333,0.353,-0.02
1630548,Johnny Juzang,1610612750,MIN,G,24.0,16,13,0.563,0.38,1.13,0.333,0.373,-0.04
1642876,Adou Thiero,1610612747,LAL,G,21.0,15,9,0.415,0.67,1.13,0.588,0.356,0.233
1630623,Tyson Etienne,1610612751,BKN,G,26.0,5,3,0.417,0.0,1.0,0.0,0.25,-0.25
1642443,Jahmir Young,1610612748,MIA,G,25.0,6,4,0.429,0.33,1.0,0.333,0.363,-0.03
1641809,Drew Peterson,1610612766,CHA,F,26.0,6,4,0.3,0.17,1.0,0.167,0.344,-0.177
1631115,Orlando Robinson,1610612753,ORL,C,25.0,4,2,0.235,0.75,1.0,0.75,0.402,0.348
1642403,Isaac Jones,1610612765,DET,F,25.0,3,1,0.429,0.33,1.0,0.333,0.371,-0.038
1642917,Max Shulga,1610612738,BOS,G,23.0,1,1,1.0,0.0,1.0,0.0,0.423,-0.423
1642935,Chucky Hepburn,1610612761,TOR,G,23.0,2,1,0.333,1.0,1.0,1.0,0.405,0.595
1641753,Chris Livingston,1610612739,CLE,F,22.0,1,1,0.333,0.0,1.0,0.0,0.363,-0.363
1631211,Trevor Keels,1610612748,MIA,G,22.0,1,1,1.0,0.0,1.0,0.0,0.273,-0.273
1630649,Stanley Umude,1610612759,SAS,G,26.0,1,1,1.0,1.0,1.0,1.0,0.4,0.6
1643018,LJ Cryer,1610612744,GSW,G,24.0,1,1,1.0,1.0,1.0,1.0,0.333,0.667
1642404,Chaz Lanier,1610612765,DET,G,24.0,12,6,0.314,0.25,0.92,0.273,0.351,-0.078
204060,Joe Ingles,1610612750,MIN,F-G,38.0,10,5,0.474,0.3,0.9,0.333,0.345,-0.012
1628502,Nigel Hayes-Davis,1610612756,PHX,F,31.0,18,10,0.308,0.28,0.89,0.313,0.374,-0.062
1629680,Matisse Thybulle,1610612757,POR,G-F,28.0,9,5,0.286,0.33,0.89,0.375,0.4,-0.025
202066,Garrett Temple,1610612761,TOR,G-F,39.0,8,5,0.538,0.13,0.88,0.143,0.344,-0.201
1642502,Malevy Leons,1610612744,GSW,F,26.0,6,3,0.417,0.67,0.83,0.8,0.398,0.402
1631247,Luke Travers,1610612739,CLE,F,24.0,11,7,0.273,0.45,0.82,0.556,0.356,0.2
1641813,Mark Sears,1610612749,MIL,G,24.0,5,3,0.4,0.4,0.8,0.5,0.362,0.138
1641801,Emanuel Miller,1610612759,SAS,F,25.0,5,2,0.364,0.4,0.8,0.5,0.342,0.158
1641794,Dillon Jones,1610612752,NYK,F,24.0,5,3,0.5,0.2,0.8,0.25,0.237,0.013
1631102,TyTy Washington Jr.,1610612746,LAC,G,24.0,4,2,0.25,0.5,0.75,0.667,0.355,0.311
1643024,Chris Mañon,1610612747,LAL,G,24.0,4,3,0.3,0.25,0.75,0.333,0.355,-0.022
1631451,Javonte Cooke,1610612757,POR,G,26.0,16,6,0.297,0.25,0.69,0.364,0.375,-0.011
203648,Thanasis Antetokounmpo,1610612749,MIL,F,33.0,12,5,0.471,0.17,0.67,0.25,0.342,-0.092
1642434,Riley Minix,1610612739,CLE,F,25.0,3,2,0.4,0.0,0.67,0.0,0.472,-0.472
1643141,Jahmyl Telfort,1610612746,LAC,G,24.0,3,2,0.286,0.0,0.67,0.0,0.437,-0.437
1629646,Charles Bassey,1610612755,PHI,C-F,25.0,3,2,0.2,0.67,0.67,1.0,0.381,0.62
1642400,Tristan Enaruna,1610612739,CLE,F,24.0,3,2,0.5,0.33,0.67,0.5,0.344,0.156
1642368,N'Faly Dante,1610612737,ATL,C,24.0,3,1,0.25,0.0,0.67,0.0,0.382,-0.382
1630604,E.J. Liddell,1610612751,BKN,F,25.0,8,2,0.333,0.25,0.63,0.4,0.403,-0.003
1631127,Harrison Ingram,1610612759,SAS,F,23.0,4,2,0.4,0.25,0.5,0.5,0.402,0.099
1642402,Enrique Freeman,1610612750,MIN,F,25.0,2,1,0.167,0.0,0.5,0.0,0.143,-0.143
1631210,Jacob Toppin,1610612737,ATL,F,25.0,2,1,0.5,0.0,0.5,0.0,0.303,-0.303
1642280,Trentyn Flowers,1610612741,CHI,F,20.0,2,1,0.5,0.0,0.5,0.0,0.366,-0.366
1629634,Brandon Clarke,1610612763,MEM,F,29.0,2,1,0.143,0.0,0.5,0.0,0.382,-0.382
1631216,Caleb Houstan,1610612737,ATL,G,23.0,5,2,0.25,0.4,0.4,1.0,0.313,0.688
1642359,Pacôme Dadiet,1610612752,NYK,F,20.0,12,4,0.2,0.17,0.33,0.5,0.387,0.113
1630625,Dalano Banton,1610612738,BOS,F,26.0,3,1,0.2,0.33,0.33,1.0,0.278,0.722
